id,slug,name,description,summary,displayInCharacterSheet
1613,feat-129,Improved Counterspell,"You understand the nuances of magic to such an extent that you can counter your opponent’s spells with great efficiency.

## Benefit:
When counterspelling, you may use a spell of the same school that is one or more spell levels higher than the target spell.

## Normal:
Without this feat, you may counter a spell only with the same spell or with a spell specifically designated as countering the target spell.",,true
1616,feat-132,Improved Critical,"Choose one type of weapon, such as longsword or greataxe. With that weapon, you know how to hit where it hurts.

## Benefit:
When using the weapon you selected, your threat range is doubled. For example, a longsword usually threatens a critical hit on a roll of 19-20 (two numbers). If a character using a longsword has Improved Critical (longsword), the threat range becomes 17-20 (four numbers).

## Special:
You can gain Improved Critical multiple times. The effects do not stack. Each time you take the feat, it applies to a new type of weapon.

This effect doesn’t stack with any other effect that expands the threat range of a weapon (such as the keen edge spell).",,true
1619,feat-135,Improved Disarm,"You know how to disarm opponents in melee combat.

## Benefit:
You do not provoke an attack of opportunity when you attempt to disarm an opponent, nor does the opponent have a chance to disarm you. You also gain a +4 bonus on the opposed attack roll you make to disarm your opponent.

## Special:
A monk may select Improved Disarm as a bonus feat at 6th level, even if she does not meet the prerequisites.",,true
1622,feat-138,Improved Feint,"You are skilled at misdirecting your opponent’s attention in combat.

## Benefit:
You can make a Bluff check to feint in combat as a move action.

## Normal:
Feinting in combat is a standard action.",,true
1625,feat-141,Improved Grapple,"You are skilled at grappling opponents.

## Benefit:
You do not provoke an attack of opportunity when you make a touch attack to start a grapple. You also gain a +4 bonus on all grapple checks, regardless of whether you started the grapple.

## Normal:
Without this feat, you provoke an attack of opportunity when you make a touch attack to start a grapple.

## Special:
A monk may select Improved Grapple as a bonus feat at 1st level, even if she does not meet the prerequisites.",,true
1628,feat-144,Improved Initiative,"You can react more quickly than normal in a fight.

## Benefit:
You get a +4 bonus on initiative checks.",You get a +4 bonus on initiative checks.,true
1631,feat-147,Improved Overrun,"You are skilled at knocking down opponents.

## Benefit:
When you attempt to overrun an opponent, the target may not choose to avoid you. You also gain a +4 bonus on your Strength check to knock down your opponent.

## Normal:
Without this feat, the target of an overrun can choose to avoid you or to block you.",,true
1634,feat-150,Improved Precise Shot,"Your ranged attacks can ignore the effects of cover or concealment.

## Benefit:
Your ranged attacks ignore the AC bonus granted to targets by anything less than total cover, and the miss chance granted to targets by anything less than total concealment. Total cover and total concealment provide their normal benefits against your ranged attacks.

In addition, when you shoot or throw ranged weapons at a grappling opponent, you automatically strike at the opponent you have chosen.

## Normal:
Without this feat, a character who shoots or throws a ranged weapon at a target involved in a grapple must roll randomly to see which grappling combatant the attack strikes.

## Special:
An 11th-level ranger who has chosen the archery combat style is treated as having Improved Precise Shot, even if he does not have the prerequisites for it, but only when he is wearing light or no armor.",,true
1637,feat-153,Improved Shield Bash,"You can bash with a shield while retaining its shield bonus to your Armor Class.

## Benefit:
When you perform a shield bash, you may still apply the shield’s shield bonus to your AC.

## Normal:
Without this feat, a character who performs a shield bash loses the shield’s shield bonus to AC until his or her next turn.",,true
1640,feat-156,Improved Sunder,"You are skilled at attacking your opponents’ weapons and shields, as well as other objects.

## Benefit:
When you strike at an object held or carried by an opponent (such as a weapon or shield), you do not provoke an attack of opportunity.

You also gain a +4 bonus on any attack roll made to attack an object held or carried by another character

## Normal:
Without this feat, you provoke an attack of opportunity when you strike at an object held or carried by another character.",,true
1643,feat-159,Improved Trip,"You are trained not only in tripping opponents safely but also in
following through with an attack.

## Benefit:
You do not provoke an attack of opportunity when you attempt to trip an opponent while you are unarmed. You also gain a +4 bonus on your Strength check to trip your opponent.

If you trip an opponent in melee combat, you immediately get a melee attack against that opponent as if you hadn’t used your attack for the trip attempt. For example, at 11th level, Tordek gets three attacks at bonuses of +11, +6, and +1. In the current round, he attempts to trip his opponent. His first attempt fails (using up his first attack). His second attempt succeeds, and he immediately makes a melee attack against his opponent with a bonus of +6. Finally, he takes his last attack at a bonus of +1.

## Normal:
Without this feat, you provoke an attack of opportunity
when you attempt to trip an opponent while you are unarmed.

## Special:
At 6th level, a monk may select Improved Trip as a bonus feat, even if she does not have the prerequisites.",,true
1646,feat-162,Improved Turning,"Your turning or rebuking attempts are more powerful than normal.

## Benefit:
You turn or rebuke creatures as if you were one level higher than you are in the class that grants you the ability.",,true
